Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,num_academia,num_company
127,MUSICAL: Multi-Scale Image Contextual Attention Learning for Inpainting,Wuhan University,Wuhan University,Wuhan University,Wuhan University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
128,Counterexample-Guided Strategy Improvement for POMDPs Using Recurrent Neural Networks,The University of Texas at Austin,Radboud University Nijmegen,University of Freiburg," Concept Engineering GmbH, Freiburg im Breisgau, German",Radboud University Nijmegen,University of Freiburg,The University of Texas at Austin,,,,,,,,,,,,,,,,,,3.0,1.0
129,Can Meta-Interpretive Learning Outperform Deep Reinforcement Learning of Evaluable Game Strategies?,Imperial College London,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
130,Protecting Elections by Recounting Ballots,University of Oxford,University of Oxford,Nanyang Technological University,Nanyang Technological University,University of Oxford,,,,,,,,,,,,,,,,,,,,5.0,0.0
131,Approximately Maximizing the Broker's Profit in a Two-sided Market,Stony Brook University,Stony Brook University,Northwestern University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
132,Omnidirectional Scene Text Detection with Sequential-free Box Discretization,South China University of Technology,South China University of Technology,South China University of Technology,South China University of Technology,Novo Holdings (Denmark),Novo Holdings (Denmark),,,,,,,,,,,,,,,,,,,4.0,2.0
133,Unsupervised Hierarchical Temporal Abstraction by Simultaneously Learning Expectations and Representations,Indiana University of Pennsylvania,Indiana University of Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
134,Partial Label Learning by Semantic Difference Maximization,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
135,Binarized Neural Networks for Resource-Efficient Hashing with Minimizing Quantization Loss,Southern University of Science and Technology,Xidian University,University of Pittsburgh, JD Finance America Corporatio,,,,,,,,,,,,,,,,,,,,,3.0,0.0
136,How to Tame Your Anticipatory Algorithm,University of Bologna,University of Bologna,University of Bologna,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
137,A Deep Generative Model for Code-Switched Text,Indian Institute of Technology Kharagpur,Indian Institute of Technology Kharagpur,Indian Institute of Technology Kharagpur,Indian Institute of Technology Kharagpur,Indian Institute of Technology Bombay,,,,,,,,,,,,,,,,,,,,5.0,0.0
138,MR-GNN: Multi-Resolution and Dual Graph Neural Network for Predicting Structured Entity Interactions,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,,,,,,,,,,,,,,,,,,,6.0,0.0
139,Reparameterizable Subset Sampling via Continuous Relaxations,Stanford University,Stanford University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
140,A Restart-based Rank-1 Evolution Strategy for Reinforcement Learning,Sun Yat-sen University,Sun Yat-sen University,Earthquake Engineering Research Institute,Sun Yat-sen University,South China University of Technology,,,,,,,,,,,,,,,,,,,,4.0,0.0
141,Incremental Elicitation of Rank-Dependent Aggregation Functions based on Bayesian Linear Regression,French National Centre for Scientific Research,French National Centre for Scientific Research,French National Centre for Scientific Research,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
142,Multi-Domain Sentiment Classification Based on Domain-Aware Embedding and Attention,Institute of Computer Science,Institute of Computer Science,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
143,AmazonQA: A Review-Based Question Answering Task,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,5.0,0.0
144,The Interplay of Emotions and Norms in Multiagent Systems,North Carolina State University,United States Army Research Laboratory,Virginia Tech,Rensselaer Polytechnic Institute,North Carolina State University,,,,,,,,,,,,,,,,,,,,5.0,0.0
145,On Succinct Encodings for the Tournament Fixing Problem,National Institute of Science Education and Research,Institute of Mathematical Sciences,University of Bergen,University of Warwick,Ben-Gurion University of the Negev,,,,,,,,,,,,,,,,,,,,5.0,0.0
146,Exploiting Interaction Links for Node Classification with Deep Graph Neural Networks,Purdue University West Lafayette,Purdue University West Lafayette,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
147,"An Atari Model Zoo for Analyzing, Visualizing, and Comparing Deep Reinforcement Learning Agents",Federal University of Uberlândia,Federal University of Uberlândia,Federal University of Uberlândia,Federal University of Uberlândia, Google Brain 3 OpenA,Federal University of Uberlândia,Federal University of Uberlândia, Google Brain 3 OpenA,Federal University of Uberlândia,Federal University of Uberlândia,,,,,,,,,,,,,,,8.0,0.0
148,Adaptive Ensemble Active Learning for Drifting Data Stream Mining,Virginia Commonwealth University,Virginia Commonwealth University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
149,Cascading Non-Stationary Bandits: Online Learning to Rank in the Non-Stationary Cascade Model,University of Amsterdam,University of Amsterdam,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
150,Cutset Bayesian Networks: A New Representation for Learning Rao-Blackwellised Graphical Models,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
151,On Computational Complexity of Pickup-and-Delivery Problems with Precedence Constraints or Time Windows,York University,York University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
152,Integrating Knowledge and Reasoning in Image Understanding," Bigdata Experience Lab, Adobe Research, Indi",Arizona State University,Arizona State University,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
153,Constraint Games for Stable and Optimal Allocation of Demands in SDN *," Huawei Technologies Ltd, French Research Cente","Groupe de Recherche en Informatique, Image, Automatique et Instrumentation de Caen"," Huawei Technologies Ltd, French Research Cente","Groupe de Recherche en Informatique, Image, Automatique et Instrumentation de Caen"," Huawei Technologies Ltd, French Research Cente",,,,,,,,,,,,,,,,,,,,2.0,0.0
154,GAN-EM: GAN Based EM Learning Framework,University of Rochester,University of Rochester,Tsinghua University,University of Rochester,University of Rochester,,,,,,,,,,,,,,,,,,,,5.0,0.0
155,ATTAIN: Attention-based Time-Aware LSTM Networks for Disease Progression Modeling,North Carolina State University,North Carolina State University,North Carolina State University,North Carolina State University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
156,ASP-based Discovery of Semi-Markovian Causal Models under Weaker Assumptions,University of South Australia,Lingnan University,California Institute of Technology,University of South Australia,Shenzhen University,,,,,,,,,,,,,,,,,,,,5.0,0.0
157,Comparing Options with Argument Schemes Powered by Cancellation,Nutriomics,Inserm," Thales Research and Technology, Palaiseau, Franc",French National Centre for Scientific Research,CentraleSupélec,University of Paris-Saclay,CentraleSupélec,University of Paris-Saclay,,,,,,,,,,,,,,,,,7.0,0.0
158,End-to-End Multi-Perspective Matching for Entity Resolution,Institute of Software,University of Chinese Academy of Sciences,Institute of Software,Institute of Software,Institute of Software,Institute of Software,Institute of Software,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),,,,,,,,,,,,,,,7.0,3.0
159,Theoretical Investigation of Generalization Bound for Residual Networks,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,Purdue University West Lafayette,,,,,,,,,,,,,,,,,,,,,4.0,0.0
160,Intelligent Decision Support for Improving Power Management,Shandong University, Dareway Software Co. Lt,Nanyang Technological University, Joint NTU-UBC Research Centre of Excellenc,Shandong University, Dareway Software Co. Lt,University of Jinan,Shandong University, Dareway Software Co. Lt, Joint NTU-UBC Research Centre of Excellenc,University of British Columbia,Nanyang Technological University, Joint NTU-UBC Research Centre of Excellenc,,,,,,,,,,,,4.0,2.0
161,Self-attentive Biaffine Dependency Parsing,Soochow University,Soochow University,Soochow University,Alibaba Group (China),Soochow University,Alibaba Group (China),,,,,,,,,,,,,,,,,,,4.0,2.0
162,A Dual Reinforcement Learning Framework for Unsupervised Text Style Transfer,Peking University," Pattern Recognition Center, WeChat AI, Tencent Inc, Chin"," Pattern Recognition Center, WeChat AI, Tencent Inc, Chin",Peking University,Beijing Institute of Big Data Research,Peking University,Peng Cheng Laboratory,Peking University,Peking University,Peng Cheng Laboratory,,,,,,,,,,,,,,,8.0,0.0
163,Deep Correlated Predictive Subspace Learning for Incomplete Multi-View Semi-Supervised Classification,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,"University at Albany, State University of New York",Chinese Academy of Sciences,"University at Albany, State University of New York",,,,,,,,,,,,,,,,,,,,5.0,0.0
164,Group Reconstruction and Max-Pooling Residual Capsule Network,Xidian University,Xidian University,Xidian University,Xidian University,Xidian University,Xidian University,Xidian University,Xidian University,Shenzhen Center for Disease Control and Prevention,,,,,,,,,,,,,,,,8.0,0.0
165,Three-Player Wasserstein GAN via Amortised Duality,Monash University,Monash University,Monash University,Monash University,Google (United States),Monash University,,,,,,,,,,,,,,,,,,,5.0,1.0
166,Acquiring Integer Programs from Data,KU Leuven,KU Leuven,KU Leuven,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
167,RDPD: Rich Data Helps Poor Data via Imitation,Peking University,Peking University,Georgia Institute of Technology,IQVIA (United States),IBM Research - Austin,IBM Research - Austin,Peking University,Peking University,Georgia Institute of Technology,,,,,,,,,,,,,,,,8.0,1.0
168,Governance by Glass-Box: Implementing Transparent Moral Bounds for AI Behaviour,Umeå University,Umeå University,Umeå University,Umeå University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
169,K-Core Maximization: An Edge Addition Approach,Guangzhou University,East China Normal University,Zhejiang Lab,Guangzhou University,East China Normal University,UNSW Sydney,Zhejiang Lab,UNSW Sydney,East China Normal University,,,,,,,,,,,,,,,,9.0,0.0
170,A Privacy Preserving Collusion Secure DCOP Algorithm,The Open University,Ariel University,Bar-Ilan University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
171,Cross-City Transfer Learning for Deep Spatio-Temporal Prediction,Peking University,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,SAIC Motor (China),Hong Kong University of Science and Technology,Urban Planning & Design Institute of Shenzhen (China),,,,,,,,,,,,,,,,,,5.0,1.0
172,An Actor-Critic-Attention Mechanism for Deep Reinforcement Learning in Multi-view Environments,Wayne State University,Autonomous University of Madrid,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
173,Event Prediction in Complex Social Graphs using One-Dimensional Convolutional Neural Network,University of Windsor,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
174,Weak Supervision Enhanced Generative Network for Question Generation,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,,,,7.0,0.0
175,Sequence Generation: From Both Sides to the Middle,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,Center for Excellence in Brain Science and Intelligence Technology,Alibaba Group (United States),,,,,,,,,,,,,,,,,7.0,1.0
176,Approximability of Constant-horizon Constrained POMDP,Khalifa University of Science and Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,,,,,4.0,0.0
177,Talking Face Generation by Conditional Recurrent Adversarial Network,University of Tennessee at Knoxville, Samsung Research Americ, Samsung Research Americ,University of Tennessee at Knoxville,,,,,,,,,,,,,,,,,,,,,2.0,0.0
178,Interactive Teaching Algorithms for Inverse Reinforcement Learning,Max Planck Institute for Software Systems,Max Planck Institute for Software Systems,Max Planck Institute for Software Systems,Max Planck Institute for Software Systems,Max Planck Institute for Software Systems,,,,,,,,,,,,,,,,,,,,5.0,0.0
179,Accelerating Extreme Classification via Adaptive Feature Agglomeration,Indian Institute of Technology Kanpur,Indian Institute of Technology Kanpur,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
180,What Does the Evidence Say? Models to Help Make Sense of the Biomedical Literature,Northeastern University,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
181,Systematic Conservation Planning for Sustainable Land-use Policies: A Constrained Partitioning Approach to Reserve Selection and Design,Botany and Modelling of Plant Architecture and Vegetation," Institut Agronomique néo-Calédonien (IAC), Noumea, New Caledoni",Botany and Modelling of Plant Architecture and Vegetation,"Mathématiques, Informatique et Statistique pour l'Environnement et l'Agronomie",University of Montpellier,"Montpellier Laboratory of Informatics, Robotics and Microelectronics",Botany and Modelling of Plant Architecture and Vegetation," Institut Agronomique néo-Calédonien (IAC), Noumea, New Caledoni",Botany and Modelling of Plant Architecture and Vegetation,IMT Mines Albi,,,,,,,,,,,,,,,4.0,0.0
182,Neural Program Induction for KBQA Without Gold Programs or Query Annotations,IBM Research - India,IBM Research - India,Indian Institute of Technology Bombay,IBM Research - India,IBM Research - India,Indian Institute of Technology Bombay,,,,,,,,,,,,,,,,,,,6.0,0.0
183,AttnSense: Multi-level Attention Mechanism For Multimodal Human Activity Recognition,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,,,,,,,,,,,,,,,,,,,,5.0,0.0
184,Hi-Fi Ark: Deep User Representation via High-Fidelity Archive Network,Microsoft Research Asia (China),University of Science and Technology of China,Microsoft Research Asia (China),University of Science and Technology of China,Microsoft Research Asia (China),,,,,,,,,,,,,,,,,,,,2.0,3.0
185,Motion Invariance in Visual Environments,University of Florence,University of Siena,University of Siena,University of Siena,,,,,,,,,,,,,,,,,,,,,4.0,0.0
