Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,num_academia,num_company
624,Adaptive Hypergraph Learning for Unsupervised Feature Selection *," Guangxi Key Lab of Multi-source Information Mining & Security, Chin",Guangxi Normal University," Guangxi Key Lab of Multi-source Information Mining & Security, Chin",Guangxi Normal University,Guangxi University," Guangxi Key Lab of Multi-source Information Mining & Security, Chin",Guangxi Normal University," Guangxi Key Lab of Multi-source Information Mining & Security, Chin"," Guangxi Key Lab of Multi-source Information Mining & Security, Chin",Guangxi Normal University,,,,,,5.0,0.0
625,DeepAM: Migrate APIs with Multi-modal Sequence to Sequence Learning,Hong Kong University of Science and Technology,University of Newcastle Australia,Microsoft Research Asia (China),Hong Kong University of Science and Technology,,,,,,,,,,,,3.0,1.0
626,Efficient Algorithms And Representations For Chance-constrained Mixed Constraint Programming,Massachusetts Institute of Technology,,,,,,,,,,,,,,,1.0,0.0
627,Reasoning about Probabilities in Unbounded First-Order Dynamical Domains *,University of Edinburgh,RWTH Aachen University,,,,,,,,,,,,,,2.0,0.0
628,Efficient Weighted Model Integration via SMT-Based Predicate Abstraction,University of Trento,University of Trento,University of Trento,,,,,,,,,,,,,3.0,0.0
629,Rescale-Invariant SVM for Binary Classification,Insight,Insight,,,,,,,,,,,,,,2.0,0.0
630,Locality-Constrained Deep Supervised Hashing for Image Retrieval,ShanghaiTech University,ShanghaiTech University,ShanghaiTech University,,,,,,,,,,,,,3.0,0.0
631,An Effective Learnt Clause Minimization Approach for CDCL SAT Solvers *,Huazhong University of Science and Technology,University of Picardie Jules Verne,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Research Institute for Artificial Intelligence,,,,,,,,,,,5.0,0.0
632,A Generalized Recurrent Neural Architecture for Text Classification with Multi-Task Learning, State Key Lab of Advanced Optical Communication System and Networ, State Key Lab of Advanced Optical Communication System and Networ,Shanghai Jiao Tong University, State Key Lab of Advanced Optical Communication System and Networ,Shanghai Jiao Tong University,,,,,,,,,,,4.0,0.0
633,Privileged Multi-label Learning *,Peking University,Peking University,University of Sydney,Peking University,Peking University,Peking University,Peking University,University of Sydney,,,,,,,,8.0,0.0
634,Estimating the Size of Search Trees by Sampling with Domain Knowledge,Monash University,Monash University,Monash University,Monash University,Georgia Institute of Technology,,,,,,,,,,,5.0,0.0
635,Online Bridged Pruning for Real-Time Search with Arbitrary Lookaheads,Andrés Bello University,University of Alberta," Chilean Center for Semantic Web Research ‡ IBM Research, Irelan",Pontificia Universidad Católica de Chile,,,,,,,,,,,,3.0,1.0
636,Towards Certified Unsolvability in Classical Planning,University of Basel,,,,,,,,,,,,,,,1.0,0.0
637,A Structural Representation Learning for Multi-relational Networks,Beijing Institute of Technology,Beijing Institute of Technology,Hong Kong Baptist University,Beijing Institute of Technology,,,,,,,,,,,,4.0,0.0
638,Why Can't You Convince Me? Modeling Weaknesses in Unpersuasive Arguments,The University of Texas at Dallas,The University of Texas at Dallas,,,,,,,,,,,,,,2.0,0.0
639,Symmetric Non-negative Latent Factor Models for Undirected Large Networks ,Chongqing Institute of Green and Intelligent Technology,Chongqing Institute of Green and Intelligent Technology,,,,,,,,,,,,,,2.0,0.0
640,Efficient and Complete FD-Solving for Extended Array Constraints *,Inria Rennes - Bretagne Atlantique Research Centre,Inria Rennes - Bretagne Atlantique Research Centre,CEA LIST,Simula Research Laboratory,,,,,,,,,,,,4.0,0.0
641,Ontology-Mediated Querying with the Description Logic EL: Trichotomy and Linear Datalog Rewritability,University of Bremen,University of Bremen,,,,,,,,,,,,,,2.0,0.0
642,Improving Learning-from-Crowds through Expert Validation,Tsinghua University," Tsinghua National Lab for Information Science and Technology {liumc13,jiangl16,liujl12,wang",Tsinghua University," Tsinghua National Lab for Information Science and Technology {liumc13,jiangl16,liujl12,wang",Tsinghua University,Microsoft Research Asia (China)," Tsinghua National Lab for Information Science and Technology {liumc13,jiangl16,liujl12,wang",Tsinghua University," Tsinghua National Lab for Information Science and Technology {liumc13,jiangl16,liujl12,wang",Tsinghua University," Tsinghua National Lab for Information Science and Technology {liumc13,jiangl16,liujl12,wang",,,,,5.0,1.0
643,Learning User Dependencies for Recommendation,Institute for Infocomm Research,University of Antwerp," Garena Online, Singapor",University of Electronic Science and Technology of China,Institute for Infocomm Research,Institute for Infocomm Research,,,,,,,,,,3.0,2.0
644,Explicit Knowledge-based Reasoning for Visual Question Answering,Northwestern Polytechnical University,University of Adelaide,Australian Centre for Robotic Vision,University of Adelaide,Australian Centre for Robotic Vision,University of Adelaide,University of Adelaide,Australian Centre for Robotic Vision,,,,,,,,8.0,0.0
645,"POPPONENT: Highly Accurate, Individually and Socially Efficient Opponent Preference Model in Bilateral Multi Issue Negotiations (Extended Abstract) *",University of Isfahan,Swinburne University of Technology,,,,,,,,,,,,,,2.0,0.0
646,A Generic Approach to Planning in the Presence of Incomplete Information: Theory and Implementation (Extended Abstract) *,"Knexus Research Corporation National Harbor, MD 2074",New Mexico State University,New Mexico State University,,,,,,,,,,,,,2.0,0.0
647,Learning Sentence Representation with Guidance of Human Attention,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,,,,,,,,,7.0,0.0
648,On the Complexity of Learning from Label Proportions,University of Illinois at Chicago,University of Illinois at Chicago,,,,,,,,,,,,,,2.0,0.0
649,Learning to Learn Programs from Examples: Going Beyond Program Structure,,,,,,,,,,,,,,,,0.0,0.0
650,Dual Track Multimodal Automatic Learning through Human-Robot Interaction,Institute of Computing Technology,University of Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Institute of Computing Technology,Shandong University of Science and Technology,Institute of Computing Technology,University of Chinese Academy of Sciences,Institute of Computing Technology,Shandong University of Science and Technology,Institute of Computing Technology,,,,,11.0,0.0
651,Learning to Hallucinate Face Images via Component Generation and Enhancement,City University of Hong Kong,City University of Hong Kong,South China University of Technology, Tencent AI La,University of Science and Technology of China,,,,,,,,,,,4.0,0.0
652,A Core-Guided Approach to Learning Optimal Causal Graphs,University of Helsinki,University of Helsinki,University of Helsinki,,,,,,,,,,,,,3.0,0.0
653,Solving Integer Linear Programs with a Small Number of Global Variables and Constraints,Charles University,TU Wien,TU Wien,Charles University,TU Wien,,,,,,,,,,,5.0,0.0
654,Tensor Based Knowledge Transfer Across Skill Categories for Robot Control,University of Edinburgh,University of Edinburgh,German Aerospace Center,Sorbonne University,,,,,,,,,,,,4.0,0.0
655,TUCH: Turning Cross-view Hashing into Single-view Hashing via Generative Adversarial Nets *,Tsinghua University,Tsinghua University,Tsinghua University,Lancaster University,Tsinghua University,,,,,,,,,,,5.0,0.0
656,Weakening Covert Networks by Minimizing Inverse Geodesic Length,Data61,UNSW Sydney,,,,,,,,,,,,,,2.0,0.0
657,Exploiting High-Order Information in Heterogeneous Multi-Task Feature Learning,Nanyang Technological University,University of Sydney,Nanyang Technological University,,,,,,,,,,,,,3.0,0.0
658,Discriminative Bayesian Nonparametric Clustering,Deakin University,"‡Adobe Research, US",,,,,,,,,,,,,,1.0,0.0
659,Deep Multi-Species Embedding,Cornell University,Cornell University,,,,,,,,,,,,,,2.0,0.0
660,Human-Like Agents for Repeated Negotiation,University of Southern California,,,,,,,,,,,,,,,1.0,0.0
661,Improving Group Decision-Making by Artificial Intelligence,Rensselaer Polytechnic Institute,,,,,,,,,,,,,,,1.0,0.0
662,Transfer Learning in Multi-Armed Bandits: A Causal Approach,Purdue University West Lafayette,Purdue University West Lafayette,,,,,,,,,,,,,,2.0,0.0
663,Grounding of Human Environments and Activities for Autonomous Robots,University of Leeds,University of Leeds,Royal Institute of Technology,University of Leeds,University of Leeds,University of Leeds,,,,,,,,,,6.0,0.0
664,Automatic Generation of Grounded Visual Questions,Tianjin University,Commonwealth Scientific and Industrial Research Organisation,Australian National University,Commonwealth Scientific and Industrial Research Organisation,Australian National University,Nankai University,Tianjin University,,,,,,,,,7.0,0.0
665,Lexical Sememe Prediction via Word Embeddings and Matrix Factorization,University of Computer Studies Yangon,Tsinghua University,University of Computer Studies Yangon,Tsinghua University,University of Computer Studies Yangon,Tsinghua University,Jiangsu Normal University,University of Computer Studies Yangon,Tsinghua University,Jiangsu Normal University,,,,,,10.0,0.0
666,Storage Fit Learning with Unlabeled Data *,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,3.0,0.0
667,Improved Deep Embedded Clustering with Local Structure Preservation,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,,,,,,,,,,,,4.0,0.0
668,Variational Mixtures of Gaussian Processes for Classification,East China Normal University,East China Normal University,,,,,,,,,,,,,,2.0,0.0
669,Fast Preprocessing for Robust Face Sketch Synthesis,City University of Hong Kong,City University of Hong Kong, Tencent AI La,University of Science and Technology of China,,,,,,,,,,,,3.0,0.0
670,Locality Preserving Matching,Wuhan University,Wuhan University,Wuhan University,China University of Geosciences,Wuhan Institute of Technology," Tencent AI Laboratory, Shenzhen 518057, Chin",,,,,,,,,,5.0,1.0
671,Clustering-Based Relational Unsupervised Representation Learning with an Explicit Distributed Representation,KU Leuven,KU Leuven,,,,,,,,,,,,,,2.0,0.0
672,SVD-Based Screening for the Graphical Lasso,Osaka University, NTT Communication Science Laboratorie, NTT Communication Science Laboratorie, NTT Communication Science Laboratorie, NTT Communication Science Laboratorie, NTT Communication Science Laboratorie, NTT Communication Science Laboratorie,,,,,,,,,0.0,7.0
673,On the Expressivity of Inconsistency Measures (Extended Abstract) *,University of Koblenz and Landau,,,,,,,,,,,,,,,1.0,0.0
674,Robotic Strategic Behavior in Adversarial Environments *,Bar-Ilan University,,,,,,,,,,,,,,,1.0,0.0
675,Bilateral Multi-Perspective Matching for Natural Language Sentences,,,,,,,,,,,,,,,,0.0,0.0
676,Deep Ordinal Regression Based on Data Relationship for Small Datasets,Technology Centre,Technology Centre,Nanyang Technological University,,,,,,,,,,,,,3.0,0.0
677,Accelerated Local Anomaly Detection via Resolving Attributed Networks,Texas A&M University,Texas A&M University,Texas A&M University,Texas A&M University,,,,,,,,,,,,4.0,0.0
678,How a General-Purpose Commonsense Ontology can Improve Performance of Learning-Based Image Retrieval *,University of Toronto,Pontificia Universidad Católica de Chile,,,,,,,,,,,,,,2.0,0.0
679,Reinforcement Learning with a Corrupted Reward Channel,Australian National University,Australian National University,Australian National University,Australian National University,,,,,,,,,,,,4.0,0.0
680,Weighted Model Integration with Orthogonal Transformations,University of Wisconsin–Madison,University of Wisconsin–Madison,University of Wisconsin–Madison,,,,,,,,,,,,,3.0,0.0
681,ROUTE: Robust Outlier Estimation for Low Rank Matrix Recovery,University of Chinese Academy of Sciences,Shanghai Jiao Tong University,,,,,,,,,,,,,,2.0,0.0
682,Fast Recursive Low-rank Tensor Learning for Regression,Université Laval,Université Laval,,,,,,,,,,,,,,2.0,0.0
683,Fast Parallel Training of Neural Language Models,Northeastern University,Northeastern University,University of Chinese Academy of Sciences,Northeastern University,,,,,,,,,,,,4.0,0.0
684,Entity Suggestion with Conceptual Explanation,Fudan University,Yonsei University,Fudan University,Meta (United States),Fudan University," Shanghai Internet Big Data Engineering Technology Research Center, Chin"," Shuyan Technology, Chin",,,,,,,,,4.0,1.0
685,RHash: Robust Hashing via ∞ -norm Distortion,Rice University,Princeton University,Rice University,Rice University,,,,,,,,,,,,4.0,0.0
686,Causal Discovery from Nonstationary/Heterogeneous Data: Skeleton Estimation and Orientation Determination,Carnegie Mellon University,University of Tübingen,Carnegie Mellon University,University of Tübingen,Lingnan University,Carnegie Mellon University,University of Tübingen,,,,,,,,,7.0,0.0
687,Networked Fairness in Cake Cutting *,Nanyang Technological University,University of Technology,Chinese University of Hong Kong,,,,,,,,,,,,,3.0,0.0
688,Unsupervised Learning via Total Correlation Explanation,University of Southern California,,,,,,,,,,,,,,,1.0,0.0
689,Multi-Agent Systems of Inverse Reinforcement Learners in Complex Games,University of Kentucky,,,,,,,,,,,,,,,1.0,0.0
690,Query Rewriting for DL-Lite with n-ary Concrete Domains,TU Dresden,TU Dresden,"TNG Technology Consulting GmbH Unterföhring, German",,,,,,,,,,,,,2.0,0.0
691,Large-scale Online Kernel Learning with Random Feature Reparameterization,Deakin University,Deakin University,Deakin University,Deakin University,,,,,,,,,,,,4.0,0.0
692,General Heterogeneous Transfer Distance Metric Learning via Knowledge Fragments Transfer,Nanyang Technological University,Nanyang Technological University,University of Sydney,University of Sydney,,,,,,,,,,,,4.0,0.0
693,Deep Multiple Instance Hashing for Object-based Image Retrieval,Northwestern University,"Department of Computer Science UNC-Charlotte, NC28223, US",,,,,,,,,,,,,,5.0,0.0
694,Learning Discriminative Recommendation Systems with Side Information,Temple University,Carleton University,,,,,,,,,,,,,,2.0,0.0
695,The Hard Problems Are Almost Everywhere For Random CNF-XOR Formulas *,Rice University,Rice University,Rice University,,,,,,,,,,,,,3.0,0.0
696,Cardinality Encodings for Graph Optimization Problems,University of Lisbon,Melentiev Energy Systems Institute,University of Lisbon,University of Lisbon,,,,,,,,,,,,3.0,0.0
697,A Partitioning Algorithm for Maximum Common Subgraph Problems *,University of Glasgow,University of Glasgow,University of Glasgow,,,,,,,,,,,,,3.0,0.0
698,Diverse Neuron Type Selection for Convolutional Neural Networks, Research Center for Brain-inspired Intelligence,Institute of Automation,China Aerospace Science and Industry Corporation (China), Research Center for Brain-inspired Intelligence,Institute of Automation,China Aerospace Science and Industry Corporation (China),Center for Excellence in Brain Science and Intelligence Technology,University of Chinese Academy of Sciences,China Aerospace Science and Industry Corporation (China),China Aerospace Science and Industry Corporation (China),Center for Excellence in Brain Science and Intelligence Technology,University of Chinese Academy of Sciences,,,,4.0,0.0
699,Constraint Games Revisited,Université de Caen Normandie,Université de Caen Normandie,,,,,,,,,,,,,,2.0,0.0
700,Dynamic Logic for Data-aware Systems: Decidability Results,"Computer Science, Integrative Biology and Complex Systems",Université de Toulouse,,,,,,,,,,,,,,2.0,0.0
701,Completely Heterogeneous Transfer Learning with Attention -What And What Not To Transfer,Language Technologies Institute School of Computer Science Carnegie Mellon Universit,Language Technologies Institute School of Computer Science Carnegie Mellon Universit,,,,,,,,,,,,,,2.0,0.0
702,Playing Repeated Network Interdiction Games with Semi-Bandit Feedback,Nanyang Technological University,Nanyang Technological University,University of Southampton,,,,,,,,,,,,,3.0,0.0
703,Deep Graphical Feature Learning for Face Sketch Synthesis,Xidian University,Xidian University,Xidian University,Xidian University,,,,,,,,,,,,4.0,0.0
704,Constructive Recommendation,University of Trento,Roskilde University,,,,,,,,,,,,,,1.0,0.0
705,"Aggressive, Tense, or Shy? Identifying Personality Traits from Crowd Videos",University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,,,,,,,,,,,,,3.0,0.0
706,Deep Learning at Alibaba,Alibaba Group (China),,,,,,,,,,,,,,,0.0,1.0
707,Locality Preserving Projections for Grassmann Manifold,University of Science and Technology Beijing,Beijing University of Technology,University of Science and Technology Beijing,Beijing University of Technology,University of Sydney,University of Sydney,University of Science and Technology Beijing,Beijing University of Technology,University of Science and Technology Beijing,Beijing University of Technology,University of Science and Technology Beijing,Beijing University of Technology,Dalian University of Technology,Charles Sturt University,,14.0,0.0
708,Cascade Dynamics Modeling with Attention-based Recurrent Neural Network, CAS Key Laboratory of Network Data Science and Technology,Chinese Academy of Sciences,University of Chinese Academy of Sciences, CAS Key Laboratory of Network Data Science and Technology,Chinese Academy of Sciences,University of Chinese Academy of Sciences, CAS Key Laboratory of Network Data Science and Technology,Chinese Academy of Sciences,University of Chinese Academy of Sciences, CAS Key Laboratory of Network Data Science and Technology,Chinese Academy of Sciences,University of Chinese Academy of Sciences, CAS Key Laboratory of Network Data Science and Technology,Chinese Academy of Sciences,University of Chinese Academy of Sciences,5.0,0.0
709,EigenNet: Towards Fast and Structural Learning of Deep Neural Networks,Shenzhen Institutes of Advanced Technology,Chinese University of Hong Kong,,,,,,,,,,,,,,2.0,0.0
710,Logic on MARS: Ontologies for Generalised Property Graphs,TU Dresden,TU Dresden,TU Dresden,,,,,,,,,,,,,3.0,0.0
711,The Bag Semantics of Ontology-Based Data Access *,University of Oxford,University of Oxford,University of Oxford,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,6.0,0.0
712,Reinforcement Mechanism Design *,Tsinghua University,,,,,,,,,,,,,,,1.0,0.0
713,Parsing Natural Language Conversations using Contextual Cues,Carnegie Mellon University,Ariel University,Carnegie Mellon University,,,,,,,,,,,,,3.0,0.0
714,How Unlabeled Web Videos Help Complex Event Detection? *,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Northwestern Polytechnical University,Carnegie Mellon University,Xidian University,,,,,,,,,,6.0,0.0
715,A Reduction based Method for Coloring Very Large Graphs,Peking University,Jinan University,Chinese Academy of Sciences,Institute of Computing Technology,Jinan University,Griffith University,,,,,,,,,,6.0,0.0
716,How to Form Winning Coalitions in Mixed Human-Computer Settings,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,National University of Singapore,,,,,,,,,,,,,3.0,0.0
717,Link Prediction with Spatial and Temporal Consistency in Dynamic Networks,"University of California, Los Angeles"," NEC Laboratories America, Inc",IBM Research - Thomas J. Watson Research Center," NEC Laboratories America, Inc","University of California, Los Angeles",,,,,,,,,,,3.0,0.0
718,User Profile Preserving Social Network Embedding,University of Technology Sydney,Data61,Florida Atlantic University,Fudan University,University of Technology Sydney,,,,,,,,,,,5.0,0.0
719,Modeling Hebb Learning Rule for Unsupervised Learning,Xidian University,Xidian University,Xidian University,,,,,,,,,,,,,3.0,0.0
720,Adaptive Semi-supervised Learning with Discriminative Least Squares Regression,Xi'an Jiaotong University,Xi'an Jiaotong University,Northwestern Polytechnical University,Carnegie Mellon University,Xi'an Jiaotong University,Xi'an Jiaotong University,,,,,,,,,,6.0,0.0
721,Knowledge Engineering for Intelligent Decision Support,Universidad Nacional del Sur,,,,,,,,,,,,,,,1.0,0.0
722,Some Properties of Batch Value of Information in the Selection Problem (Extended Abstract * ),Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,,,,,,,,,,,,,,2.0,0.0
723,Front-to-End Bidirectional Heuristic Search with Near-Optimal Node Expansions,University of Denver,University of Alberta,University of Regina,University of Denver,,,,,,,,,,,,4.0,0.0
724,Identifying Human Mobility via Trajectory Embeddings,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,"University of Maryland, College Park",Northwestern University,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,,,,,,,,,,6.0,0.0
725,Logic Tensor Networks for Semantic Image Interpretation,University of Trento,University of Trento,Fondazione Bruno Kessler,"City, University of London","City, University of London",,,,,,,,,,,3.0,0.0
726,Single-Pass PCA of Large High-Dimensional Data, Also with CAS Key Laboratory of Network Data Science and Technology,Tsinghua University,Chinese Academy of Sciences,Old Dominion University,,,,,,,,,,,,5.0,0.0
727,Temporal Planning for Compilation of Quantum Approximate Optimization Circuits,Ames Research Center,Research Institute for Advanced Computer Science," Planning and Scheduling Group, NASA Ames Research Cente",Stinger Ghaffarian Technologies (United States),Ames Research Center," Planning and Scheduling Group, NASA Ames Research Cente",,,,,,,,,,3.0,1.0
728,Is My Object in This Video? Reconstruction-based Object Search in Videos,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,3.0,0.0
729,Solving Stochastic Boolean Satisfiability under Random-Exist Quantification,Institute of Electronics,National Taiwan University,Institute of Electronics,National Taiwan University,,,,,,,,,,,,4.0,0.0
730,Learning-Based Abstractions for Nonlinear Constraint Solving,California Institute of Technology, Toyota InfoTechnology Center US,"University of California, Riverside",California Institute of Technology,,,,,,,,,,,,3.0,0.0
731,Multimodal Linear Discriminant Analysis via Structural Sparsity,Hong Kong University of Science and Technology,Nanjing University of Science and Technology,,,,,,,,,,,,,,2.0,0.0
732,Deep Forest: Towards an Alternative to Deep Neural Networks *,Nanjing University,Nanjing University,,,,,,,,,,,,,,2.0,0.0
733,Logistic Markov Decision Processes,TU Dortmund University,University of Alberta,,,,,,,,,,,,,,2.0,0.0
734,Autonomous Task Sequencing for Customized Curriculum Design in Reinforcement Learning,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,,3.0,0.0
735,Machine Learning Techniques for MultiAgent Systems,Hebrew University of Jerusalem,,,,,,,,,,,,,,,1.0,0.0
736,SAT-Based Approaches for the General High School Timetabling Problem *,Medical University of Vienna,TU Wien,,,,,,,,,,,,,,2.0,0.0
737,Inferring Human Attention by Learning Latent Intentions,Xi'an Jiaotong University,"University of California, Los Angeles","University of California, Los Angeles",Xi'an Jiaotong University,"University of California, Los Angeles",,,,,,,,,,,5.0,0.0
738,Bayesian Aggregation of Categorical Distributions with Applications in Crowdsourcing *,Hampton University,University College London,University of Oxford,Imperial College London,,,,,,,,,,,,3.0,0.0
739,Maximum Expected Likelihood Estimation for Zero-Resource Neural Machine Translation,Beihang University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,3.0,0.0
740,A Neural Model for Joint Event Detection and Summarization *,Soochow University,Singapore University of Technology and Design,Singapore University of Technology and Design,,,,,,,,,,,,,3.0,0.0
741,Knowledge Transfer for Out-of-Knowledge-Base Entities: A Graph Neural Network Approach,Nara Institute of Science and Technology,National Institute of Technology,Nara Institute of Science and Technology,Nara Institute of Science and Technology,,,,,,,,,,,,3.0,1.0
742,SitNet: Discrete Similarity Transfer Network for Zero-shot Hashing *,Tsinghua University,Tsinghua University,Lancaster University,Tsinghua University,,,,,,,,,,,,4.0,0.0
743,Computing Bayes-Nash Equilibria in Combinatorial Auctions with Continuous Value and Action Spaces,University of Zurich,Stanford University,Boston University,University of Zurich,,,,,,,,,,,,4.0,0.0
744,Efficient Inference for Untied MLNs," Adobe Research, San Jose, C",The University of Texas at Dallas,University of Memphis,The University of Texas at Dallas,The University of Texas at Dallas,,,,,,,,,,,4.0,0.0
745,Approximating Discrete Probability Distribution of Image Emotions by Multi-Modal Features Fusion *,Tsinghua University,Tsinghua University,Tsinghua University,Lancaster University,,,,,,,,,,,,4.0,0.0
746,Approximate Large-scale Multiple Kernel k-means Using Deep Neural Network,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,,,,,,,,,,,,4.0,0.0
747,Achieving Coordination in Multi-Agent Systems by Stable Local Conventions under Community Networks,University of Hong Kong,University of Hong Kong,,,,,,,,,,,,,,2.0,0.0
748,A Sequence Labeling Convolutional Network and Its Application to Handwritten String Recognition *,East China Normal University,East China Normal University,,,,,,,,,,,,,,2.0,0.0
749,Tag Disentangled Generative Adversarial Networks for Object Image Re-rendering,University of Technology Sydney,University of Paris-Est,University of Sydney,,,,,,,,,,,,,3.0,0.0
750,Diversifying Personalized Recommendation with User-session Context,University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,Shanghai Jiao Tong University,Shanghai Technical Institute of Electronics & Information,,,,,,,,,,6.0,0.0
751,Proactive and Reactive Coordination of Non-dedicated Agent Teams Operating in Uncertain Environments,Singapore Management University,Singapore Management University,,,,,,,,,,,,,,2.0,0.0
752,Measuring the Intensity of Attacks in Argumentation Graphs with Shapley Value,Université de Toulouse,Université de Toulouse,Artois University,,,,,,,,,,,,,3.0,0.0
753,Learning Conversational Systems that Interleave Task and Non-Task Content,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,3.0,0.0
754,Role Forgetting for ALCOQH( )-Ontologies Using an Ackermann-Based Approach,University of Manchester,University of Manchester,,,,,,,,,,,,,,2.0,0.0
755,Cake Cutting: Envy and Truth,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,University of Michigan–Ann Arbor,Nanyang Technological University,,,,,,,,,,,5.0,0.0
756,Social Pressure in Opinion Games,University of Salerno,University of Essex,,,,,,,,,,,,,,2.0,0.0
757,A Model for Accountable Ordinal Sorting,University of Paris-Saclay," Thales Research & Technology, 91767 Palaiseau Cedex, France",Sorbonne University,University of Paris-Saclay,University of Paris-Saclay,,,,,,,,,,,4.0,0.0
758,On the Computational Complexity of Gossip Protocols,Centrum Wiskunde & Informatica,University of Warsaw,University of Warsaw,University of Liverpool,,,,,,,,,,,,4.0,0.0
759,Adaptive Manifold Regularized Matrix Factorization for Data Clustering,Wuhan University,Alibaba Group (China),Wuhan University,Hong Kong Polytechnic University,University of Sydney,,,,,,,,,,,4.0,1.0
760,A Robust Noise Resistant Algorithm for POI Identification from Flickr Data *,University of Macau,City University of Hong Kong,University of Macau,Foshan University,Guangdong University of Technology,,,,,,,,,,,5.0,0.0
761,Salient Object Detection with Semantic Priors,Computer Science Department,National University of Singapore,,,,,,,,,,,,,,1.0,0.0
762,On the Power and Limitations of Deception in Multi-Robot Adversarial Patrolling *,Bar-Ilan University,Bar-Ilan University,,,,,,,,,,,,,,2.0,0.0
763,The Mixing of Markov Chains on Linear Extensions in Practice,Computer Science Department,University of Liverpool,Computer Science Department,,,,,,,,,,,,,1.0,0.0
764,Improved Bounded Matrix Completion for Large-Scale Recommender Systems, Departments of Statistics and Computer Scienc, Departments of Statistics and Computer Scienc,"University of California, Davis", Departments of Statistics and Computer Scienc,,,,,,,,,,,,4.0,0.0
765,MAT: A Multimodal Attentive Translator for Image Captioning,Tsinghua University,Johns Hopkins University,Tsinghua University, Toutiao AI Lab," Department of Electronic Engineering, UEST",Johns Hopkins University,Johns Hopkins University,,,,,,,,,5.0,0.0
766,Conditional Generative Adversarial Networks for Commonsense Machine Comprehension,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,,,5.0,0.0
767,GDL-III: A Description Language for Epistemic General Game Playing,UNSW Sydney,,,,,,,,,,,,,,,1.0,0.0
768,Temporalising Separation Logic for Planning with Search Control Knowledge *,"ICTT and ISN Laboratory, Xidian University Xi'an, 710071, P.R. Chin","ICTT and ISN Laboratory, Xidian University Xi'an, 710071, P.R. Chin","ICTT and ISN Laboratory, Xidian University Xi'an, 710071, P.R. Chin",,,,,,,,,,,,,3.0,0.0
